Company Name,Exchange:Ticker,Ticker,Company Type,Primary Exchange,Secondary Listings,Geographic Locations,Market Cap USDmm Latest,Security Tickers,Primary Sector,Industry Classifications,Headquarters Country/Region,CIK,Equity Currency
JPMorgan Chase & Co.,NYSE:JPM,JPM,Public Company,New York Stock Exchange (NYSE),"NYSE:JPM.PRK
Company: JPMorgan Chase & Co.
(IQT670706956) - New York Stock Exchange (NYSE)

NYSE:JPM.PRL
Company: JPMorgan Chase & Co.
(IQT714856176) - New York Stock Exchange (NYSE)

NYSE:JPM.PRM
Company: JPMorgan Chase & Co.
(IQT1674947008) - New York Stock Exchange (NYSE)",United States of America (Primary),835173.4,NYSE:JPM; NYSE:JPM.PRK; NYSE:JPM.PRL; NYSE:JPM.PRM; SET:JPMUS06; SET:JPMUS19; SNSE:JPM; SNSE:JPMCL; SWX:JPM; TSX:JPM; WBAG:JPM; WSE:JPM; XTRA:CMC; BASE:JPM; BASE:JPMD; BIT:1JPM; BMV:JPM *; BOVESPA:JPMC34; BUL:CMC; BVC:JPMCO; BVL:JPM; DB:CMC; DB:CMCI; DB:CMC1; KAS:JPM_KZ; LSE:0Q1F,Financials,"Banks (Primary); Banks (Primary); Diversified Banks (Primary); Diversified Commercial Banks (Primary); Financials (Primary); Private and Industrial Banking (Primary); Asset Management and Custody Banks; Capital Markets; Commercial and Professional Services; Commercial Services and Supplies; Consulting Services; Consumer Discretionary; Consumer Services; Diversified Financial Services; Financial Services; Financial Services; General Management Services; Holding Companies; Hotels, Resorts and Cruise Lines; Hotels, Restaurants and Leisure; Industrials; Investment Advice; Investment Banking; Investment Banking and Brokerage; Investment Funds; Investment Services and Holding Companies; Loan Syndication Services; Multi-Sector Holdings; Office Services and Supplies; Offices Of Bank Holding Companies; Professional Services; Research and Consulting Services; Risk Management Services; Securities and Commodities Markets Services; Security Brokers and Dealers; Travel and Tourism Services",United States,0001168163; 0000019617,US Dollar
Eli Lilly and Company,NYSE:LLY,LLY,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),821130.5,NYSE:LLY; SET:LLY80; SNSE:LLYCL; SNSE:LLY; SWX:LLY; TSX:LLY; WBAG:LLYC; WSE:LILY; XTRA:LLY; BASE:LLY; BASE:LLYD; BIT:1LLY; BMV:LLY *; BOVESPA:LILY34; BUL:LLY; BVL:LLY; DB:LLY; DB:LLY0; DB:LLY1; LSE:0Q1G,Health Care,"Central Nervous System Drugs (Primary); Health Care (Primary); Hormones and Hormone Antagonists (Primary); Oncology Drugs (Primary); Pharmaceutical Products (Primary); Pharmaceutical Research and Development (Primary); Pharmaceuticals (Primary); Pharmaceuticals (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); Respiratory Drugs (Primary)",United States,0000059478,US Dollar
Exxon Mobil Corporation,NYSE:XOM,XOM,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),625686.9,NYSE:XOM; SNSE:XOM; SNSE:XOMCL; SWX:XOM; TSX:XOM; WBAG:XOM; WSE:EXXN; XTRA:XONA; BASE:XOM; BASE:XOMD; BIT:1XOM; BMV:XOM *; BOVESPA:EXXO34; BUL:XONA; BVL:XOM; DB:XONA; DB:XON; DB:XON0; KAS:XOM_KZ; LSE:0R1M,Energy,"Energy (Primary); Energy (Primary); Integrated Oil and Gas (Primary); Oil, Gas and Consumable Fuels (Primary); Chemicals; Commodity Chemicals; Crude Petroleum and Natural Gas; Financial Services; Financial Services; Financials; Gasoline; Industrial Organic Chemicals; Investment Services and Holding Companies; Materials; Materials; Multi-Sector Holdings; Oil and Gas Exploration and Production; Oil and Gas Production; Oil and Gas Refining and Marketing; Oil and Gas Refining and Marketing; Oil and Gas Storage and Transportation; Patent Owners and Lessors; Petrochemicals; Petroleum and Petroleum Products",United States,0000034088,US Dollar
Visa Inc.,NYSE:V,V,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),588603.1,NYSE:V; SET:VISA80; SET:VISA06; SNSE:V; SNSE:VCL; SWX:V; SWX:003826452; TSX:VISA; WBAG:VISA; WSE:VISA; XTRA:3V64; BASE:V; BASE:VD; BIT:1V; BMV:V *; BOVESPA:VISA34; BUL:3V64; BVL:V; DB:3V6; DB:3V60; DB:3V64; LSE:0QZ0,Financials,Financial Services (Primary); Financial Services (Primary); Financials (Primary); Internet Merchant Services (Primary); Payment Processors (Primary); Transaction and Payment Processing Services (Primary); Application Software; Commercial and Professional Services; Data Processing and Outsourced Services; Enterprise Software; Industrials; Industry Specific Software; Information Technology; Payments Fraud Management Services; Payments Fraud Management Software; Professional Services; Security Software; Software; Software and Services; Systems Software,United States,0001403161,US Dollar
Johnson & Johnson,NYSE:JNJ,JNJ,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),555224.6,NYSE:JNJ; SET:JNJ03; SNSE:JNJ; SNSE:JNJCL; SWX:JNJ; TSX:JNJ; WBAG:JNJ; XTRA:JNJ; BASE:JNJ; BASE:DJNJ3; BASE:DJNJ2; BASE:JNJD; BIT:1JNJ; BMV:JNJ *; BOVESPA:JNJB34; BUL:JNJ; BVC:JNJCO; BVL:JNJ; DB:JNJ; DB:JNJ0; KAS:JNJ_KZ; LSE:0R34,Health Care,"Anti-infective Drugs (Primary); Cardiovascular Drugs (Primary); Central Nervous System Drugs (Primary); Gastrointestinal Drugs (Primary); Health Care (Primary); Non-Prescription Drugs (Primary); Oncology Drugs (Primary); Pharmaceutical Products (Primary); Pharmaceuticals (Primary); Pharmaceuticals (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); Air Freight and Logistics; Contact Lenses; Health Care Equipment; Health Care Equipment and Services; Health Care Equipment and Supplies; Health Care Supplies; Industrials; Medical Testing, Analyzing, and Diagnostic Equipment; Optical Healthcare; Orthopedic Devices; Therapeutic Devices; Transportation",United States,0000200406,US Dollar
"Micron Technology, Inc.",NasdaqGS:MU,MU,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),543252.0,NasdaqGS:MU; SET:MICRON80; SET:MICRON23; SET:MICRON01; SET:MICRON19; SET:MICRON03; SWX:MU; TSX:MU; WBAG:MU; WSE:MCRN; XTRA:MTE; BASE:MU; BASE:MUD; BIT:1MU; BMV:MU *; BOVESPA:MUTC34; BUL:MTE; BVL:MU; DB:MTE; DB:MTE0; DB:MTE1; KAS:MU_KZ; LSE:0R2T,Information Technology,Digital (Primary); Information Technology (Primary); Memory Chips (Primary); Microprocessors (Primary); Semiconductors (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary),United States,0000723125,US Dollar
Oracle Corporation,NYSE:ORCL,ORCL,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),506989.4,NYSE:ORCL; SET:ORCL19; SET:ORCL06; SET:ORCL01; SNSE:ORCL; SNSE:ORCLCL; SWX:000959184; SWX:ORCL; TSX:ORAC; WBAG:ORCL; WSE:ORCL; XTRA:ORC; BASE:ORCL; BASE:ORCLD; BIT:1ORCL; BMV:ORCL *; BOVESPA:ORCL34; BVL:ORCL; DB:ORC; DB:ORC1; KAS:ORCL_KZ; LSE:0R1Z,Information Technology,"Development Tools (Primary); Information Technology (Primary); Operating System Software (Primary); Software (Primary); Software and Services (Primary); Systems Software (Primary); Application Hosting Services; Application Management; Application Service Providers (ASPs); Application Software; Communications Equipment; Communications Equipment; Customer Relationship Management (CRM) Software; Data Storage; Enterprise Data Management; Enterprise Middleware; Enterprise Resource Planning (ERP) Software; Enterprise Software; Financial Software; Industry Specific Software; Information Technology (IT) Consulting; Infrastructure Services; Internet Services and Infrastructure; IT Consulting and Other Services; IT Services; Maintenance Repair (Break-Fix/Warranty); Networking Equipment; Office and Home Productivity Software; Servers; Services Outsourcing; Supply Chain Management Software; Systems Support; Technology Hardware and Equipment; Technology Hardware, Storage and Peripherals; Technology Hardware, Storage and Peripherals",United States,0001341439,US Dollar
"Advanced Micro Devices, Inc.",NasdaqGS:AMD,AMD,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),497791.3,NasdaqGS:AMD; SET:AMD80; SET:AMD03; SET:AMD23; SNSE:AMDCL; SNSE:AMD; SWX:AMD; TSX:AMD; WBAG:AMD; WSE:AMD; XTRA:AMD; BASE:AMDD; BASE:AMD; BIT:1AMD; BMV:AMD *; BOVESPA:A1MD34; BUL:AMD; BVL:AMD; DB:AMD1; DB:AMD; DB:AMD0; KAS:AMD_KZ; LSE:0QZD,Information Technology,"Digital (Primary); Information Technology (Primary); Logic Devices (Primary); Microcontroller (Primary); Microprocessors (Primary); Semiconductors (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Technology Hardware and Equipment; Technology Hardware, Storage and Peripherals; Technology Hardware, Storage and Peripherals",United States,0000002488,US Dollar
Costco Wholesale Corporation,NasdaqGS:COST,COST,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),450032.3,NasdaqGS:COST; SET:COSTCO19; SNSE:COST; SNSE:COSTCL; TSX:COST; WBAG:COST; XTRA:CTO; BASE:COST; BASE:COSTD; BIT:1COST; BMV:COST *; BOVESPA:COWC34; BRSE:CTO; BVL:COST; DB:CTO; DB:CTO0; DB:CTO1; LSE:0I47,Consumer Staples,"Consumer Staples (Primary); Consumer Staples Distribution and Retail (Primary); Consumer Staples Distribution and Retail (Primary); Consumer Staples Merchandise Retail (Primary); Warehouse Clubs (Primary); Automotive Retail; Broadline Retail; Broadline Retail; Consumer Discretionary; Consumer Discretionary Distribution and Retail; Consumer Services; Drug Retail; Drug Stores and Pharmacies; Gasoline Service Stations; Health Care; Health Care Equipment and Services; Health Care Providers and Services; Health Care Services; Healthcare and Medical Supply Stores; Hotels, Resorts and Cruise Lines; Hotels, Restaurants and Leisure; Motor Vehicle Parts, Accessories, and Related Retail Services; Motor Vehicle Tire Stores; Oil and Gas Retail; Online Broadline Retail; Online General Merchandise Retail; Online Specialty Retail; Optical Goods and Eyeglass Stores; Other Specialty Retail; Restaurants; Specialty Retail; Travel and Tourism Services",United States,0000909832; 0000734198; 0001393231,US Dollar
Mastercard Incorporated,NYSE:MA,MA,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),448028.7,NYSE:MA; SET:MA80; SNSE:MA; SNSE:MACL; SWX:MA; SWX:MA; TSX:MA; WBAG:MAST; XTRA:M4I; BASE:MAD; BASE:MA; BIT:1MA; BMV:MA *; BOVESPA:MSCD34; BUL:M4I; BVL:MA; DB:M4I; DB:M4I0; DB:M4I1; KAS:MA_KZ; LSE:0R2Z,Financials,Financial Services (Primary); Financial Services (Primary); Financials (Primary); Internet Merchant Services (Primary); Payment Processors (Primary); Payment Service Providers and Gateways (Primary); Transaction and Payment Processing Services (Primary); Information Technology; Security Software; Software; Software and Services; Systems Software,United States,0001141391,US Dollar
"Netflix, Inc.",NasdaqGS:NFLX,NFLX,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),390846.3,NasdaqGS:NFLX; SET:NFLX80; SET:NFLX06; SNSE:NFLXCL; SNSE:NFLX; SWX:NFLX; TSX:NFLX; WBAG:NFLX; WSE:NFLX; XTRA:NFC; BASE:NFLX; BASE:NFLXD; BIT:1NFLX; BMV:NFLX *; BOVESPA:NFLX34; BUL:NFC; BVL:NFLX; DB:NFC; DB:NFC1; DB:NFC0; KAS:NFLX_KZ; LSE:0QYI,Communication Services,Communication Services (Primary); Entertainment (Primary); Entertainment Venues (Primary); Media and Entertainment (Primary); Movies and Entertainment (Primary); Online Entertainment (Primary),United States,0001065280,US Dollar
Caterpillar Inc.,NYSE:CAT,CAT,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),388626.6,NYSE:CAT; SNSE:CAT; SNSE:CATCL; SWX:CAT; TSX:CATR; WBAG:CAT; XTRA:CAT1; BASE:CAT; BASE:CATD; BIT:1CAT; BMV:CAT *; BOVESPA:CATP34; BVL:CAT; DB:CAT; DB:CAT1; KAS:CAT_KZ; LSE:0Q18,Industrials,"Capital Goods (Primary); Construction Machinery and Equipment (Primary); Construction Machinery and Heavy Transportation Equipment (Primary); Heavy Duty Trucks (Primary); Industrials (Primary); Locomotives and Electronic Trolleys (Primary); Machinery (Primary); Railroad Equipment (Primary); Advertising; Agricultural and Farm Machinery; Agricultural Machinery and Equipment; Air and Gas Compressors; Air Freight and Logistics; Air Freight and Logistics; Application Software; Asset Management and Custody Banks; Automobile Components; Automobiles and Components; Automotive Parts and Equipment; Business Credit Agencies; Capital Markets; Commercial and Professional Services; Commercial Services and Supplies; Communication Services; Consulting Services; Consumer Discretionary; Consumer Finance; Consumer Finance; Credit Agencies; Electrical Equipment; Engines and Turbines; Enterprise Software; Farming Machinery and Equipment; Financial Services; Financial Services; Financials; General Management Services; Generators; Heavy Electrical Equipment; Industrial Heating, Ventilation, Air Conditioning, and Refrigeration Equipment and Supplies; Industrial Machinery and Supplies and Components; Industry Specific Software; Information Technology; Installment Sales Financing; Insurance; Insurance; Insurance Brokers; Machinery Components; Marketing Services; Material Handling Machinery and Equipment; Media; Media and Entertainment; Metal and Mineral Mining Machinery and Equipment; Mining Industry Software; Motor Vehicles Engines and Engine Parts; Motors and Generators; Office Services and Supplies; Personal Credit Agencies; Power Generation Equipment; Professional Services; Research and Consulting Services; Risk Management Services; Software; Software and Services; Specialized Finance; Tractors; Transportation",United States,0000018230,US Dollar
Bank of America Corporation,NYSE:BAC,BAC,Public Company,New York Stock Exchange (NYSE),"NYSE:BAC.PRK
Company: Bank of America Corporation
(IQT574483748) - New York Stock Exchange (NYSE)

NYSE:BAC.PRM
Company: Bank of America Corporation
(IQT622896984) - New York Stock Exchange (NYSE)

NYSE:BAC.PRO
Company: Bank of America Corporation
(IQT693314868) - New York Stock Exchange (NYSE)

NYSE:BAC.PRP
Company: Bank of America Corporation
(IQT701927648) - New York Stock Exchange (NYSE)

NYSE:BAC.PRQ
Company: Bank of America Corporation
(IQT1685630516) - New York Stock Exchange (NYSE)",United States of America (Primary),374106.3,NYSE:BAC; NYSE:BAC.PRP; NYSE:BAC.PRQ; NYSE:BML.PRJ; NYSE:BAC.PRE; NYSE:BAC.PRL; NYSE:BML.PRL; NYSE:BML.PRH; NYSE:BML.PRG; NYSE:BAC.PRK; NYSE:BAC.PRM; NYSE:BAC.PRO; SET:BAC03; SNSE:BAC; SNSE:BACCL; SWX:BAC; TSX:BOFA; WBAG:BOAC; XTRA:NCB; BASE:BA.C; BASE:BA.CD; BIT:1BAC; BMV:BAC *; BOVESPA:BOAC34; BUL:NCB; BVC:BACCO; BVL:BAC; DB:NCB; DB:NCB0; KAS:BAC_KZ; LSE:0Q16,Financials,Banks (Primary); Banks (Primary); Diversified Banks (Primary); Diversified Commercial Banks (Primary); Financials (Primary); Asset Management and Custody Banks; Capital Markets; Clearinghouses; Debt Underwriting Services; Equity Underwriting Services; Financial Services; Investment Advice; Investment Banking; Investment Banking and Brokerage; Investment Funds; Merger and Acquisition Advisory Services; Private Placement Advisory Services; Securities and Commodities Markets Services; Security Brokers and Dealers; Security Underwriting Services,United States,0000070858,US Dollar
Chevron Corporation,NYSE:CVX,CVX,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),373680.2,NYSE:CVX; SNSE:CVX; SNSE:CVXCL; SWX:001281709; SWX:CVX; TSX:CHEV; WBAG:CVX; XTRA:CHV; BASE:CVX; BASE:CVXD; BIT:1CVX; BMV:CVX *; BOVESPA:CHVX34; BUL:CHV; BVL:CVX; DB:CHV; LSE:0R2Q,Energy,"Energy (Primary); Energy (Primary); Integrated Oil and Gas (Primary); Oil, Gas and Consumable Fuels (Primary); Asset Management and Custody Banks; Capital Markets; Chemicals; Commodity Chemicals; Crude Petroleum and Natural Gas; Crude Petroleum Pipelines; Financial Services; Financial Services; Financials; Industrial Organic Chemicals; Industrials; Information Technology; Insurance; Insurance; Insurance Brokers; IT Consulting and Other Services; IT Services; Lubricating Oils and Greases; Marine Transportation; Marine Transportation; Marine Transportation Of Freight; Materials; Materials; Natural Gas Pipelines; Oil and Gas Exploration and Production; Oil and Gas Pipelines; Oil and Gas Production; Oil and Gas Refining and Marketing; Oil and Gas Refining and Marketing; Oil and Gas Storage and Transportation; Petrochemicals; Petroleum and Petroleum Products; Petroleum Pipelines; Petroleum Refining; Plastic and Synthetic Resins; Plastic Products; Real Estate; Real Estate Management and Development; Real Estate Management and Development; Real Estate Operating Companies; Refined Petroleum Pipelines; Software and Services; Specialized Finance; Specialty Chemicals; Transportation",United States,0000093410,US Dollar
AbbVie Inc.,NYSE:ABBV,ABBV,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),355432.8,NYSE:ABBV; SET:ABBV19; SNSE:ABBVCL; SWX:ABBV; TSX:ABBV; WBAG:ABBV; XTRA:4AB; BASE:ABBVD; BASE:ABBV; BIT:1ABBV; BMV:ABBV *; BOVESPA:ABBV34; BUL:4AB; DB:4AB; DB:4AB0; LSE:0QCV,Health Care,"Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); Beauty Care Products; Central Nervous System Drugs; Consumer Staples; Gastrointestinal Drugs; Hormones and Hormone Antagonists; Household and Personal Products; Oncology Drugs; Personal Care Products; Personal Care Products; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals; Skin Care Products",United States,0001551152,US Dollar
"Cisco Systems, Inc.",NasdaqGS:CSCO,CSCO,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),349921.0,NasdaqGS:CSCO; SEHK:4333; SET:CSCO06; SNSE:CSCO; SNSE:CSCOCL; SWX:CSCO; TSX:CSCO; WBAG:CSCO; XTRA:CIS; BASE:CSCO; BASE:CSCOD; BIT:1CSCO; BMV:CSCO *; BOVESPA:CSCO34; BVL:CSCO; DB:CIS; DB:CIS0; LSE:0R0K,Information Technology,Cable Network Equipment (Primary); Communications Equipment (Primary); Communications Equipment (Primary); Information Technology (Primary); Network Security (Primary); Networking Equipment (Primary); Routers and Switches (Primary); Technology Hardware and Equipment (Primary); Telecommunications Equipment (Primary); Telephone and Telecommunications Equipment (Primary); Telephone Equipment (Primary); Wireless Networking Equipment (Primary); Wireline Telephone Equipment (Primary); Application Software; Commercial and Professional Services; Commercial Services and Supplies; Communication Services; Conferencing Services; Consulting Services; Diversified Support Services; Diversified Telecommunication Services; Industrials; Information Technology (IT) Consulting; Integrated Telecommunication Services; Internet Software; IT Consulting and Other Services; IT Services; Network Management Software; Professional Services; Research and Consulting Services; Software; Software and Services; Systems Software; Telecommunication Services; Website Infrastructure Software,United States,0000858877,US Dollar
"The Home Depot, Inc.",NYSE:HD,HD,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),338808.8,NYSE:HD; SNSE:HD; SNSE:HDCL; SWX:HD; TSX:HD; WBAG:HD; XTRA:HDI; BASE:HD; BASE:HDD; BIT:1HD; BMV:HD *; BOVESPA:HOME34; BVL:HD; DB:HDI; DB:HDI0; DB:HDI1; LSE:0R1G,Consumer Discretionary,Building Product and Home Supply Stores (Primary); Consumer Discretionary (Primary); Consumer Discretionary Distribution and Retail (Primary); Home Improvement Retail (Primary); Lawn and Garden Supply Stores (Primary); Online Building Product and Home Supply Retail (Primary); Online Lawn and Garden Supply Retail (Primary); Specialty Retail (Primary); Capital Goods; Construction and Engineering; Construction and Engineering; Consumer Rental and Leasing Services; Consumer Services; Diversified Consumer Services; Industrials; Specialized Consumer Services; Specialty Contract Work,United States,0000354950,US Dollar
The Procter & Gamble Company,NYSE:PG,PG,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),338630.1,NYSE:PG; SNSE:PG; SNSE:PGCL; SWX:PG; TSX:PG; WBAG:PG; WSE:PCGL; XTRA:PRG; BASE:PG; BASE:PGD; BIT:1PG; BMV:PG *; BOVESPA:PGCO34; BUL:PRG; BVL:PG; DB:PRG; DB:PRG0; LSE:0NOF,Consumer Staples,"Air Fresheners (Primary); Cleaning Products (Primary); Consumer Staples (Primary); Dishwashing Detergents (Primary); Household and Personal Products (Primary); Household Paper Products (Primary); Household Products (Primary); Household Products (Primary); Laundry Products (Primary); Paper Towels (Primary); Toilet Tissue (Primary); Baby Care Products; Beauty Care Products; Consumer Discretionary; Consumer Durables and Apparel; Dental Care Products; Deodorants and Antiperspirants; Diapers; Electric Razors and Hair Trimmers; Feminine Care Products; Gastrointestinal Drugs; Hair Care Products; Health Care; Household Appliances; Household Durables; Industrial Service Paper; Materials; Materials; Paper and Forest Products; Paper Products; Personal Appliances; Personal Care Products; Personal Care Products; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals; Pharmaceuticals, Biotechnology and Life Sciences; Respiratory Drugs; Shaving Products; Skin Care Products; Tissue Paper; Vitamins and Nutritional Supplements",United States,0000080424,US Dollar
Palantir Technologies Inc.,NasdaqGS:PLTR,PLTR,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),338589.5,NasdaqGS:PLTR; SET:PLTR03; SET:PLTR06; SET:PLTR01; SET:PLTR23; SWX:PLTR; TSX:PLTR; WBAG:PLTR; WSE:PLTR; XTRA:PTX; BASE:PLTRD; BASE:PLTR; BIT:1PLTR; BMV:PLTR *; BOVESPA:P2LT34; BUL:PTX; BVL:PLTR; DB:PTX; DB:PTX0; DB:PTX1; LSE:0A7R,Information Technology,Application Hosting Services (Primary); Application Service Providers (ASPs) (Primary); Application Software (Primary); Enterprise Software (Primary); Industry Specific Software (Primary); Information Technology (Primary); Law Enforcement Industry Software (Primary); Software (Primary); Software and Services (Primary),United States,0001321655,US Dollar
Intel Corporation,NasdaqGS:INTC,INTC,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),335303.1,NasdaqGS:INTC; SEHK:4335; SET:INTEL03; SNSE:INTC; SNSE:INTCCL; SWX:INTC; SWX:000941595; TSX:INTC; WBAG:INTC; WSE:INTL; XTRA:INL; BASE:INTC; BASE:INTCD; BIT:1INTC; BMV:INTC *; BOVESPA:ITLC34; BUL:INL; BVL:INTC; DB:INL; DB:INL0; DB:INL1; KAS:INTC_KZ; LSE:0R24,Information Technology,"Digital (Primary); Information Technology (Primary); Semiconductors (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Application Software; Co-location/Data Centers; Communications Equipment; Communications Equipment; Computer Components; Internet Services and Infrastructure; IT Services; Networking Equipment; Software; Software and Services; Technology Hardware and Equipment; Technology Hardware, Storage and Peripherals; Technology Hardware, Storage and Peripherals",United States,0000050863,US Dollar
The Coca-Cola Company,NYSE:KO,KO,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),328320.8,NYSE:KO; SET:KO80; SNSE:KO; SNSE:KOCL; SWX:KO; TSX:COLA; WBAG:KO; WSE:COLA; XTRA:CCC3; BASE:KO; BASE:KOD; BIT:1KO; BMV:KO *; BOVESPA:COCA34; BST:CCC3; BUL:CCC3; BVC:KOCO; BVL:KO; DB:CCC3; DB:CCC; KAS:KO_KZ; LSE:0QZK,Consumer Staples,"Beverages (Primary); Bottled Water (Primary); Consumer Staples (Primary); Drink Mixes (Primary); Flavoring Syrup And Concentrate (Primary); Food, Beverage and Tobacco (Primary); Juices (Primary); Non-Carbonated Drinks (Primary); Soda and other Carbonated Drinks (Primary); Soft Drinks and Non-alcoholic Beverages (Primary); Coffee; Coffee And Tea; Food Products; Packaged Foods and Meats; Tea",United States,0000021344,US Dollar
Lam Research Corporation,NasdaqGS:LRCX,LRCX,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),323339.4,NasdaqGS:LRCX; SET:LRCX23; WBAG:LRC2; XTRA:LAR0; BASE:LRCX; BASE:LRCXD; BIT:1LRCX; BMV:LRCX *; BOVESPA:L1RC34; BRSE:LRCX; DB:LAR0; LSE:0JT5,Information Technology,Deposition Equipment (Primary); Etching and Cleaning Tools (Primary); Front-End Equipment (Primary); Information Technology (Primary); Semiconductor Manufacturing Machinery (Primary); Semiconductor Materials and Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Commercial and Professional Services; Commercial Services and Supplies; Data Processing and Outsourced Services; Industrials; Office Services and Supplies; Outsourced Business Services; Outsourced Client Support and Customer Services; Professional Services,United States,0000707549,US Dollar
UnitedHealth Group Incorporated,NYSE:UNH,UNH,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),322016.1,NYSE:UNH; SET:UNH19; SNSE:UNHCL; SNSE:UNH; SWX:UNH; TSX:UNH; WBAG:UNH; XTRA:UNH; BASE:UNH; BASE:UNHD; BIT:1UNH; BMV:UNH *; BOVESPA:UNHH34; BVL:UNH; DB:UNH; DB:UNH0; DB:UNH1; LSE:0R0O,Health Care,Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Providers and Services (Primary); Health Maintenance Organizations (Primary); Managed Care Health Insurance Plans (Primary); Managed Health Care (Primary); Physician Practice Management Companies (Primary); Capital Markets; Financial Services; Financials; Health Care Services; Health Care Technology; Health Care Technology,United States,0000731766,US Dollar
"Applied Materials, Inc.",NasdaqGS:AMAT,AMAT,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),320547.0,NasdaqGS:AMAT; SEHK:4336; SWX:AMAT; TSX:AMAT; WBAG:AMAT; XTRA:AP2; BASE:AMAT; BASE:AMATD; BIT:1AMAT; BMV:AMAT *; BOVESPA:A1MT34; BVL:AMAT; DB:AP2; DB:AP20; LSE:0R1A,Information Technology,Back-End Equipment (Primary); Deposition Equipment (Primary); Etching and Cleaning Tools (Primary); Front-End Equipment (Primary); Information Technology (Primary); Semiconductor Fabrication Facility Support Equipment (Primary); Semiconductor Manufacturing Machinery (Primary); Semiconductor Materials and Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Software; Software and Services; Systems Software,United States,0000006951,US Dollar
GE Vernova Inc.,NYSE:GEV,GEV,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),308901.7,NYSE:GEV; SET:GEV23; TSX:GEV; BIT:1GEV; BMV:GEV *; BOVESPA:G2EV34; BUL:Y5C; BVC:GEVCO; DB:Y5C; DB:Y5C0,Industrials,Capital Goods (Primary); Electrical Equipment (Primary); Engines and Turbines (Primary); Heavy Electrical Equipment (Primary); Industrials (Primary); Power Generation Equipment (Primary); Application Software; Information Technology; Software; Software and Services,United States,0001996810,US Dollar
